Facility Name,Sample Point Type,PWS ID,PWS Name,Facility Water Type,Latitude,Longitude,EPA Region,State Territory or Tribe,Population Served,6:2 FTS,8:2 FTS,ADONA,HFPO-DA,NEtFOSAA,PFBA,PFBS,PFDA,PFDoA,PFHpA,PFHxA,PFHxS,PFMPA,PFNA,PFOA,PFOS,PFPeA,PFPeS,PFUnA,Grand Total
Booster Station,EP,SC4610001,YORK CITY OF (4610001),SW-Surface Water,34.997918,-81.235714,04, SC,"9,220",,,,,,,,,,,3.4,,,,,,3.4,,,6.8
Bordentown WTP,EP,NJ1219001,SAYREVILLE W DEPT,GU-Groundwater Under Influence of Surface Water,40.462143,-74.324633,02, NJ,"43,761",,,,,,,,,,,,,,,5.5,,,,,5.5
Borge Wells 7 & 11,EP,MA4292000,SWANSEA WATER DISTRICT,GW-Groundwater,41.755171,-71.214266,01, MA,"17,144",,,,,,,3.5,,,,,,,,,,,,,3.5
BOROUGH OF SPRINGLAKE HEIGHTS (CC),EP,NJ1349001,BOROUGH OF SPRINGLAKE HEIGHTS,SW-Surface Water,40.152206,-74.042993,02, NJ,"5,000",,,,,,,,,,,4,3,,,6.8,4.8,4.1,,,22.7
BOWLING GREEN PWS,EP,MO2010093,BOWLING GREEN PWS,SW-Surface Water,39.340468,-91.196726,07, MO,"4,195",,,,,,9.9,,,,,,,,,,,,,,9.9
Bowling Green WTP,EP,OH8700311,BOWLING GREEN CITY,SW-Surface Water,41.374453,-83.65466,05, OH,"31,578",,,,,,,,,,,3.2,,,,,,3.4,,,6.6
Bra Granger Lake Water Intertie,EP,TX2460004,CITY OF TAYLOR,SW-Surface Water,30.570582,-97.418761,06, TX,"20,622",,,,,,10.3,3.7,,,,3.1,,,,,,8.1,,,25.2
BRADFORD GLEN,EP,PA1150089,AQUA PA SPRING RUN,GW-Groundwater,39.948672,-75.7241,03, PA,"8,151",,,,,,6.3,5.6,,,4.2,6.9,3.6,,,6,,8,,,40.6
BRAGG COMMUNITIES/NTA,EP,NC5043001,BRAGG COMMUNITIES/NTA,SW-Surface Water,35.324471,-79.257886,04, NC,"3,733",,,,,,,,,,,10.4,,,,11.5,18.1,10,,,50
BRANDYWINE GREEN,EP,PA1150089,AQUA PA SPRING RUN,GW-Groundwater,39.948672,-75.7241,03, PA,"8,151",,,,,,,,,,,4.9,,,,4.9,,4.4,,,14.2
Brandywine Plant,EP,DE0000663,WILMINGTON WATER DEPARTMENT,SW-Surface Water,39.75051,-75.584308,03, DE,"107,976",,,,,,,,,,,4.1,,,,5,,3.8,,,12.9
Brennan Water TP,EP,FL3640275,"DAYTONA BEACH, CITY OF",GW-Groundwater,29.189085,-81.102027,04, FL,"87,534",,,,,,,,,,,,6.9,,,,,3.2,,,10.1
BRIARWOOD,EP,PA7010022,LITTLESTOWN BORO,GW-Groundwater,39.746455,-77.087484,03, PA,"7,300",,,,,,,,,,,4.5,,,,,,5.1,,,9.6
Brick Township Cons. Connection,EP,NJ1524001,POINT PLEASANT WATER DEPARTMENT,SW-Surface Water,40.077732,-74.070315,02, NJ,"19,600",,,,,,,3.7,,,,3.3,,,,,,5.1,,,12.1
Bridgeport Utilities Board,EP,AL0000713,BRIDGEPORT UTILITIES BOARD,SW-Surface Water,34.949832,-85.724483,04, AL,"5,505",,,,,,5.2,,,,,,,,,,,,,,5.2
BRIELLE WATER DEPT,EP,NJ1308001,BRIELLE WATER DEPT,"MX-Any combination of GW, SW, and GU",40.105043,-74.064243,02, NJ,"4,800",,,,,,,,,,,,,,,9,,,,,9
BRIGHTON,EP,IL1174160,BRIGHTON,SW-Surface Water,38.969906,-90.164648,05, IL,"7,182",,,,,,15,,,,,4.7,,,,,,4.8,,,24.5
BRINKERHOFF WATER DISTRICT,EP,NY1302766,BRINKERHOFF WATER DISTRICT,GW-Groundwater,41.550642,-73.874031,02, NY,"3,788",,,,,,6.9,8.1,,,,5.5,,,,8.6,6.2,6,,,41.3
Bristol FP Treatment,EP,PA1090001,AQUA PA BRISTOL,SW-Surface Water,40.106959,-74.87087,03, PA,"28,727",,,,,,,,,,,4.4,,,,4.5,,4.5,,,13.4
Bristol Water Works,EP,NY3400784,BRISTOL HARBOUR WATER CORP,SW-Surface Water,42.751536,-77.336899,02, NY,835,,,,,,,15,,,,,,,,,,,,,15
Brittany Drive Water Plant,EP,GA1290000,CALHOUN,GU-Groundwater Under Influence of Surface Water,34.500786,-84.938048,04, GA,"49,088",,,,,,,6.6,,,,,,,,,,,,,6.6
Broad River Plant,EP,SC4410001,UNION CITY OF (4410001),SW-Surface Water,34.720776,-81.61189,04, SC,"11,906",,,,,,,3,,,3,5.1,,,,5.9,6.1,6.8,,,29.9
BROAD RUN PLANT,EP,PA7280043,BEAR VALLEY JOINT AUTH,SW-Surface Water,39.919551,-77.79112,03, PA,"12,589",9.7,,,,,,,,,,,,,,,,,,,9.7
Broadmoor Utility,EP,MS0010005,"BROADMOOR UTILITIES, INC",GW-Groundwater,31.595393,-91.35704,04, MS,"1,185",15.5,,,,,,,,,,,,,,,,,,,15.5
Broadway TP,EP,MA4122000,"HANOVER WATER DEPT, MA",GW-Groundwater,42.110943,-70.830943,01, MA,"14,820",,,,,,,,,,,4.2,,,,5.5,,4.7,,,14.4
Broadwell Treatment Plant (Well 24),EP,IL1075030,IL American - Lincoln,GU-Groundwater Under Influence of Surface Water,40.151398,-89.368783,05, IL,"15,200",,,,,,149,,,,3.3,5.2,,,,5.5,,5.9,,,168.9
Brookshire WTP,EP,TX1070167,EAST CEDAR CREEK FWSD BROOKSHIRE,SW-Surface Water,32.323219,-96.063283,06, TX,"13,701",,,,,,6.8,,,,,,,,,,,,,,6.8
Browertown Road Pumping Station,EP,NJ1616001,WOODLAND PARK  WATER DEPARTMENT,SW-Surface Water,40.888418,-74.195013,02, NJ,"6,000",,,,,,5.4,,,,,4.6,,,,6.9,5.3,5.5,,,27.7
Brown Co. Rural Water Interconnection,EP,OH0800503,GEORGETOWN VILLAGE PWS,GW-Groundwater,38.856601,-83.900568,05, OH,"4,243",,,,,,,,,,,,,,,4.7,,,,,4.7
Brown County Water Intertie,EP,TX0250002,CITY OF BROWNWOOD,SW-Surface Water,31.700089,-98.977917,06, TX,"18,862",,,,,,6,,,,,,,,,,,,,,6
Brownwood Plant,EP,TX1010239,HARRIS COUNTY WCID 36,"MX-Any combination of GW, SW, and GU",29.77832,-95.170905,06, TX,"11,073",,,,,,,,,,,3.6,,,,,4,3.9,,,11.5
Brushy Creek North Plant,EP,TX2460061,BRUSHY CREEK MUD,SW-Surface Water,30.500879,-97.734836,06, TX,"20,040",,,,,,,3.7,,,,,3.1,,,,,5.4,,,12.2
"BRWM, WP1",EP,TX0790051,BLUE RIDGE WEST MUD,GW-Groundwater,29.599899,-95.519162,06, TX,"7,428",,,,,,,8.6,,,,,,,,,,,,,8.6
"BRWM, WP2",EP,TX0790051,BLUE RIDGE WEST MUD,GW-Groundwater,29.599899,-95.519162,06, TX,"7,428",,,,,,,9.2,,,,,,,,,,,,,9.2
Bucken Well,EP,CT0490021,HAZARDVILLE WATER COMPANY,GW-Groundwater,41.947976,-72.527816,01, CT,"18,544",,,,,,,3,,,,,,,,5.3,,,,,8.3
Buena Vista Well #2,EP,FL6511311,ORANGEWOOD WATER SYSTEM,GW-Groundwater,28.197445,-82.725452,04, FL,"6,464",,,,,,20.7,16.4,,,6.2,9.9,11.1,,,27.1,75.8,15.4,,,182.6
Bunker Hill TP,EP,WV3300202,BERKELEY CO P S W D-BUNKER HILL,GU-Groundwater Under Influence of Surface Water,39.433833,-77.976,03, WV,"34,586",,,,,,,4.9,,,,,,,,,,,,,4.9
BUNN WELL HOUSE,EP,PA2400076,SUEZ WATER PA DALLAS,GW-Groundwater,41.346148,-75.982533,03, PA,"5,113",,,,,,,,,,,,,,,,4.8,,,,4.8
Burwell WTP (Wells 3-5 & 7),EP,AL0000878,HARVEST-MONROVIA WATER SYSTEM,GU-Groundwater Under Influence of Surface Water,34.884204,-86.778425,04, AL,"51,912",,,,,,,4.2,,,,,,,,,,,,,4.2
BUTLER PWS,EP,MO1010118,BUTLER PWS,SW-Surface Water,38.258096,-94.340473,07, MO,"4,219",,,,,,6.1,,,,,,,,,,,,,,6.1
BUTLER WATER DEPT,EP,NJ1403001,BUTLER WATER DEPT,SW-Surface Water,40.997081,-74.342479,02, NJ,"7,630",,,,,,,,,,,,,,,8.5,,,,,8.5
Buttonwoods Well 1& 2,EP,NJ1918004,SPARTA TWP WATER UTILITY - LAKE MOHAWK,GW-Groundwater,41.019862,-74.65227,02, NJ,"17,628",,,,,,,10.4,,,,,,,,4.7,,,,,15.1
BWA Intertie,EP,TX0200004,CITY OF CLUTE,SW-Surface Water,29.020695,-95.401748,06, TX,"11,682",,,,,,12,4.9,,,,4.8,,,,,,140,,,161.7
C. Horne WTP,EP,NC0474010,GREENVILLE UTILITIES COMM,SW-Surface Water,35.619196,-77.393591,04, NC,"103,140",,,,,,,4.8,,,,3.8,,,,5.6,,3.9,,,18.1
C.O.P,EP,AZ0413045,PRESCOTT CITY OF,GW-Groundwater,34.567821,-112.457005,09, AZ,"42,217",,,,,,,7.5,,,3.6,12.6,6.5,,,11.4,8.7,14.9,,,65.2
C.O.P.,EP,AZ0413045,PRESCOTT CITY OF,GW-Groundwater,34.567821,-112.457005,09, AZ,"42,217",,,,,,,,,,,7.1,4.9,,,,,8.1,,,20.1
C-4 Reservoir,EP,CA1910019,"CERRITOS - CITY, WATER DEPT.",GW-Groundwater,33.870729,-118.048663,09, CA,"49,578",,,,,,,,,,,,,,,,4.8,,,,4.8
CADIZ MUNICIPAL WATER CO B,EP,KY1110054,CADIZ MUNICIPAL WATER CO,SW-Surface Water,36.867202,-87.787715,04, KY,"6,165",11.5,,,,,,,,,,7.9,,,,,,6.3,,,25.7
CAL AM - MEADOWBROOK WELL 4,EP,CA2410008,CAL AM - MEADOWBROOK,GW-Groundwater,37.329152,-120.542555,09, CA,"5,669",,,,,,,,,,,,,,,,4.6,,,,4.6
CAL AM - MEADOWBROOK WELL 6,EP,CA2410008,CAL AM - MEADOWBROOK,GW-Groundwater,37.329152,-120.542555,09, CA,"5,669",,,,,,,,,,,,,,,,8.3,,,,8.3
Cambridge Water Supply,EP,IA8509069,CAMBRIDGE WATER SUPPLY,GW-Groundwater,41.896279,-93.528898,07, IA,-,,,,,,,3.5,,,,,,,,,,,,,3.5
Camden Street TP,EP,NY0301668,JOHNSON CITY WATER WORKS,GW-Groundwater,42.124458,-75.963131,02, NY,"16,578",,,,,,,,,,,,,,,,,3.3,,,3.3
Camden Treatment Plant,EP,TN0000090,CAMDEN WATER DEPT,SW-Surface Water,36.060595,-88.110573,04, TN,"9,877",,,,,,9.6,5.1,,,3.1,4.6,3.5,,,13,24,,,,62.9
Camden WTP,EP,SC2810001,CAMDEN CITY OF (2810001),SW-Surface Water,34.257352,-80.598399,04, SC,"13,993",,,,,,,,,,,5.9,,,,5.2,4.7,6.8,,,22.6
CAMP BARRETT PUMP STATION,EP,VA6153060,QUANTICO MCB-CAMP BARRETT,SW-Surface Water,38.531103,-77.448251,03, VA,"8,689",,,,,,,,,,,,,,,,6.5,,,,6.5
Cannon Park Well 22,EP,NC0363108,MOORE CO PUBLIC UTIL-PINEHURST,GW-Groundwater,35.184643,-79.462741,04, NC,"29,509",,,,,,,,,,,,4.5,,,,,,,,4.5
CANNON PWSD 1,EP,MO2024500,CANNON PWSD 1,SW-Surface Water,39.430004,-91.666776,07, MO,"6,482",,,,,,16.2,,,,,,,,,,,,,,16.2
CAPITOL WATER CORP,EP,ID4010022,CAPITOL WATER CORP,GW-Groundwater,43.630772,-116.274212,10, ID,"9,000",,,,,,,3.9,,,,5.2,13.5,,57.5,5.7,14.2,5.4,,,105.4
Carfaro Well 7,EP,MD0060015,"CITY OF WESTMINSTER, MD",GU-Groundwater Under Influence of Surface Water,39.573488,-77.001152,03, MD,"35,256",,,,,,,5.2,,,,,,,,,,,,,5.2
Carpenter Spring Plant,EP,TN0000525,OCOEE UTILITY DISTRICT,GU-Groundwater Under Influence of Surface Water,35.090502,-84.761362,04, TN,"19,939",,,,,,,27.3,,,,,,,,,,,,,27.3
Carrington Well,EP,UTAH06001,CENTERVILLE CITY WATER SYSTEM,GW-Groundwater,40.926781,-111.881231,08, UT,"16,000",,,,,,,4,,,,,,,,,,,,,4
CARROLLTON UTILITIES,EP,KY0210067,CARROLLTON UTILITIES,GW-Groundwater,38.644899,-85.202992,04, KY,"6,851",,,,,,,7.9,,,,,22,,,,,,,,29.9
Carson WTP,EP,FL5110142,IMMOKALEE WATER,GW-Groundwater,26.429789,-81.460491,04, FL,"25,838",,,,,,,,,,,,3.4,,,,7.5,,,,10.9
Cartee & Keysville,EP,FL6277059,HERNANDO CO UTL-WEST,GW-Groundwater,28.489749,-82.556696,04, FL,"135,207",,,,,,,5.3,,,,,,,,,5.8,4.3,,,15.4
Cary Water Intertie,EP,NC0392045,"APEX, TOWN OF",SW-Surface Water,35.731564,-78.853817,04, NC,"70,272",,,,,,7.6,,,,,3.3,,,,,,4.9,,,15.8
Casino Well #2 TP,EP,090605153,Pala North,GW-Groundwater,33.382822,-117.051995,09,Other,"14,200",,,,,,,6,,,,,,,,,,4.9,,,10.9
CASS COUNTY PWSD 2,EP,MO1024114,CASS COUNTY PWSD 2,SW-Surface Water,38.834281,-94.597735,07, MO,"3,725",,,,,,6.3,,,,,,,,,,,,,,6.3
Catawba River WTP,EP,NC0190413,UNION COUNTY WATER SYSTEM,SW-Surface Water,35.003308,-80.70844,04, NC,"156,055",,,,,,,,,,,7.4,,,,,,10,,,17.4
CATHERINE,EP,IL1790200,EAST PEORIA,GW-Groundwater,40.66867,-89.544972,05, IL,"22,284",,,,,,,5,,,,,,,,,,,,,5
CATOOSA UTIL. DIST. AUTHORITY,EP,GA0470000,CATOOSA UTIL. DIST. AUTHORITY,SW-Surface Water,34.824064,-85.19247,04, GA,"52,650",,,,,,13.4,5,,,,,,,,,,,,,18.4
CC 0110001 Abbeville,EP,SC0120001,DONALDS-DUE WEST W&SA (SC0120001),SW-Surface Water,34.333548,-82.386915,04, SC,"5,200",,,,7,,,4.5,,,,,,,,,,,,,11.5
CC 0410011 Belon Honea-Path,EP,SC0120001,DONALDS-DUE WEST W&SA (SC0120001),SW-Surface Water,34.333548,-82.386915,04, SC,"5,200",,,,7.8,,,,,,,,,,,,,,,,7.8
CC 0820008 Santee Cooper,EP,SC0810001,MONCKS CORNER CITY OF (SC0810001),SW-Surface Water,33.200693,-80.011048,04, SC,"7,440",,,,6.7,,,4.6,,,,5.9,,,,5.6,7.1,6.6,,,36.5
CC 1020002 St John's Water,EP,SC1010008,KIAWAH ISLAND UTILITY (SC1010008),SW-Surface Water,32.614481,-80.061415,04, SC,"9,432",,,,,,,3.7,,,,4.6,,,,4.3,6.3,4.7,,,23.6
CC16-Master Meter Willowbrook (from Beloit WI),EP,IL2010450,IL AMERICAN-SOUTH BELOIT,GW-Groundwater,42.477839,-89.037659,05, IL,"7,564",,,,,,,3.7,,,,,,,,,,,,,3.7
Cedar Glen TP,EP,CA3610005,LAKE ARROWHEAD CSD,SW-Surface Water,34.260167,-117.193769,09, CA,"7,008",,,,,,,,,,4.4,4.8,,,,11,5,3.7,,,28.9
CEDAR ST. GP WELL  3,EP,MA4076000,DIGHTON WATER DISTRICT,SW-Surface Water,41.839017,-71.168717,01, MA,"5,267",,,,,,,,,,,,,,,4.3,,,,,4.3
Centennial Water and Sanitation District connectio,EP,CO0118016,NORTHERN DOUGLAS COUNTY WSD,SW-Surface Water,39.531928,-104.91224,08, CO,"6,160",,,,,,8,5,,,,5.3,,,,,,5.7,,,24
CENTER STREET STATIO,EP,PA3540032,PA AM WATER CO-FRACKVILLE DIST,GW-Groundwater,40.782254,-76.228625,03, PA,"5,583",,,,,,,,,,,,6.8,,6.7,,15,,,2.3,30.8
CENTERVILLE MUNICIPAL WATERWORKS,EP,IA0407008,CENTERVILLE MUNICIPAL WATERWORKS,SW-Surface Water,40.72857,-92.870903,07, IA,"5,600",,,,,,5.5,,,,,,,,,,,,,,5.5
Central,EP,FL6290787,HCPUD/SOUTH-CENTRAL,"MX-Any combination of GW, SW, and GU",27.831014,-82.311432,04, FL,"473,500",,,,,,5.7,4.5,,,,5.8,,,,,4,7.9,,,27.9
CENTRAL NASH WATER & SEWER,EP,NC4064005,CENTRAL NASH WATER & SEWER,SW-Surface Water,35.883818,-77.878747,04, NC,"5,881",,,,,,,,,,,,,,,4.8,7.7,,,,12.5
CERRO WELL EP,EP,PA4140118,SPRING TWP WATER AUTHORITY,GW-Groundwater,40.870208,-77.745132,03, PA,"3,300",,,,,,,,,,,,4.2,,,,,,,,4.2
Chamberlain GP Well,EP,MA3315000,WAYLAND WATER DEPARTMENT,GW-Groundwater,42.359577,-71.359274,01, MA,"14,331",,,,,,,,,,3,4,,,,8,4,4,,,23
Chambliss Street Meter,EP,VA6510010,"ALEXANDRIA, CITY OF",SW-Surface Water,38.816979,-77.092666,03, VA,"159,200",,,,,,,,,,,3.3,,,,,,3.8,,,7.1
CHAMPIONS MUD,EP,TX1010233,CHAMPIONS MUD,GW-Groundwater,29.983479,-95.526435,06, TX,"4,098",,,,,,50.4,4.5,,,,7.5,,,,,,10.9,,,73.3
CHARITON LINN COUNTY PWSD 3,EP,MO2024128,CHARITON LINN COUNTY PWSD 3,SW-Surface Water,39.583783,-92.893752,07, MO,"5,913",,,,,,7.2,,,,,,,,,,,,,,7.2
Charleston Connection,EP,SC1010004,ISLE OF PALMS W/S COMM (SC1010004),SW-Surface Water,32.81341,-79.738024,04, SC,"9,530",,,,,,5.1,,,,,3.9,,,,,6.2,7.5,,,22.7
CHARTERWOOD MUD,EP,TX1010632,CHARTERWOOD MUD,GW-Groundwater,30.002983,-95.571764,06, TX,"5,832",,,,,,6,,,,,,,,,,,,,,6
CHATFIELD WSC,EP,TX1750012,CHATFIELD WSC,SW-Surface Water,32.138993,-96.303324,06, TX,"4,398",,,,,,,,,,,3.6,,,,,,3.4,,,7
Chattahoochee Plant,EP,GA1210001,ATLANTA,SW-Surface Water,33.691646,-84.521995,04, GA,"1,089,893",,,,,,,4.6,,,,4.6,,,,,,4,,,13.2
CHATTOOGA COUNTY,EP,GA0550000,CHATTOOGA COUNTY,GW-Groundwater,34.548515,-85.279833,04, GA,"7,800",,,,,,,162,,,,,,,,,,,,,162
Chelsea WTP,EP,SC0720003,BJW&SA (0720003),SW-Surface Water,32.286253,-80.958523,04, SC,"145,634",,,,,,,4.6,,,,,,,,5,4.6,,,,14.2
Cherokee,EP,AL0000314,COLBERT COUNTY RURAL WATER SYSTEM,SW-Surface Water,34.737634,-87.841874,04, AL,"13,395",,,,,,10.8,6,,,4,5.3,3.6,,,17,26.5,3,,,76.2
CHESTER,EP,IL1570100,CHESTER,SW-Surface Water,37.864661,-89.771221,05, IL,"8,702",,,,,,5,,,,,,,,,,,,,,5
Chester Metropolitan District Filter Plant,EP,SC1220002,CHESTER METROPOLITAN DISTRICT (1220002),SW-Surface Water,34.708437,-81.206524,04, SC,"15,668",,,,,,,,,,,8.5,,,,4.6,4.7,8.9,,,26.7
CHESTER VILLAGE,EP,NY3503524,CHESTER VILLAGE,SW-Surface Water,41.35675,-74.275824,02, NY,"3,448",,,,,,,,,,,3,,,,4.5,,3.1,,,10.6
CHICKAMAUGA,EP,GA2950000,CHICKAMAUGA,GW-Groundwater,34.850067,-85.344129,04, GA,"4,150",,,,,,,40.1,,,3.3,4.6,,,,10.6,15.4,6,,,80
Chillicothe WTP,EP,OH7100112,CHILLICOTHE CITY PWS,GW-Groundwater,39.338351,-83.006856,05, OH,"21,725",,,,,,,3,,,,,,,,,,,,,3
Chimney Heights Well,EP,CT0970011,AQUARION WATER CO OF CT-NEWTOWN SYSTEM,GW-Groundwater,41.376476,-73.272466,01, CT,"6,054",,,,,,5.8,6.1,,,4.9,7.5,4.9,,,15.9,12.7,6.3,,,64.1
Chlorination Station 410618,EP,CA3710702,CAMP PENDLETON (SOUTH),GW-Groundwater,33.295773,-117.42372,09, CA,"45,000",,,,,,,3.2,,,,,5.4,,,,,,,,8.6
Chlorine Boost Station,EP,KS2017325,"GODDARD, CITY OF",GW-Groundwater,37.663554,-97.56995,07, KS,"5,372",,,,,,,17,,,,,,,,,,,,,17
Cholla WTP,EP,AZ0407093,GLENDALE CITY OF,"MX-Any combination of GW, SW, and GU",33.530854,-112.229219,09, AZ,"234,766",,,,,,,11.7,,,,,,,,,,,,,11.7
Circleville Pump Station,EP,TX2460022,JONAH WATER SUD,SW-Surface Water,30.644959,-97.524085,06, TX,"29,378",,,,,,5.7,4.6,,,,5,,,,,,12.2,,,27.5
Citizens Water Connection,EP,IN5232002,BROWNSBURG WATER WORKS,SW-Surface Water,39.843428,-86.394407,05, IN,"23,750",,,,,,,,,,,,,,,,,3.5,,,3.5
CITY CORSICANA CONNECTION,EP,TX1750019,RICE WSC,SW-Surface Water,32.294794,-96.521138,06, TX,"8,343",,,,,,5.2,,,,,,,,,,,,,,5.2
CITY OF ALVARADO,EP,TX1260001,CITY OF ALVARADO,SW-Surface Water,32.409322,-97.211391,06, TX,"4,739",,,,,,6.1,,,,,,,,,,,,,,6.1
CITY OF BALLINGER,EP,TX2000001,CITY OF BALLINGER,SW-Surface Water,31.741088,-99.953809,06, TX,"3,862",,,,,,11.5,4.6,,,,,4.3,,,,,,,,20.4
City of Baytown,EP,TX1010003,CITY OF BAYTOWN,SW-Surface Water,29.764969,-94.971051,06, TX,"83,701",,,,,,11.8,4.7,,,3.1,9.4,4.4,,,,5.8,10.1,,,49.3
CITY OF BELTON,EP,TX0140002,CITY OF BELTON,SW-Surface Water,31.045295,-97.475804,06, TX,"25,466",,,,,,5.2,,,,,,3.6,,,,,3.3,,,12.1
CITY OF BOWIE,EP,TX1690001,CITY OF BOWIE,SW-Surface Water,33.555921,-97.843469,06, TX,"5,219",,,,,,7.6,,,,,,,,,,,,,,7.6
City of Bradenton WTP,EP,FL6410182,BRADENTON CITY OF,SW-Surface Water,27.486383,-82.577852,04, FL,"58,584",,,,,,5.9,4.9,,,,5.2,,,,,,6.5,,,22.5
City of Brenham Water Treatment Plant,EP,TX2390001,CITY OF BRENHAM,SW-Surface Water,30.16152,-96.396389,06, TX,"19,048",,,,,,98.5,,,,,,,,,,,3.6,,,102.1
CITY OF BRIDGEPORT,EP,TX2490003,CITY OF BRIDGEPORT,SW-Surface Water,33.211658,-97.757583,06, TX,"5,930",,,,,,9.8,,,,,,,,,,,,,,9.8
CITY OF BRONTE,EP,TX0410001,CITY OF BRONTE,SW-Surface Water,31.88575,-100.295442,06, TX,999,,,,,,,,,,,,3,,,,,,,,3
CITY OF BUDA,EP,TX1050012,CITY OF BUDA,SW-Surface Water,30.083262,-97.833233,06, TX,"13,508",,,,,,,,,,,,,,,,,3,,,3
CITY OF CAMERON,EP,TX1660001,CITY OF CAMERON,SW-Surface Water,30.860434,-96.976362,06, TX,"6,438",,,,,,18.7,6.5,,,,6.1,,,,,,252,,,283.3
CITY OF CANTON,EP,TX2340001,"CITY OF CANTON, TX",SW-Surface Water,32.552057,-95.861901,06, TX,"3,581",,,,,,14.2,,,,,,,,,,,,,,14.2
CITY OF CHILDRESS,EP,TX0380001,CITY OF CHILDRESS,SW-Surface Water,34.427397,-100.278391,06, TX,"6,105",,,,,,6.4,,,,,,,,,,,,,,6.4
CITY OF COCKRELL HILL,EP,TX0570038,CITY OF COCKRELL HILL,SW-Surface Water,32.738202,-96.888467,06, TX,"3,820",,,,,,,4.3,,,,9.2,,,,,,9.5,,,23
CITY OF COLEMAN,EP,TX0420001,CITY OF COLEMAN,SW-Surface Water,31.825882,-99.429701,06, TX,"4,136",,,,,,6.7,,,,,,,,,,,,,,6.7
CITY OF COMANCHE,EP,TX0470001,CITY OF COMANCHE,SW-Surface Water,31.898465,-98.601996,06, TX,"4,190",,,,,,6,,,,,,,,,,,,,,6
city of conway,EP,SC2610008,CONWAY CITY OF (SC2610008),SW-Surface Water,33.851646,-79.051875,04, SC,"27,005",,,,,,6.8,3,,,3.8,5.8,,,,8.5,8.3,8.8,,,45
city of conway,,SC2620001,CONWAY RURAL (2620001),SW-Surface Water,33.905246,-78.633332,04, SC,"12,740",,,,,,7.7,4.7,,,4.7,7.2,,,,10.9,10.8,10.5,,,56.5
City of Dallas South,EP,TX0570048,CITY OF GRAND PRAIRIE,SW-Surface Water,32.688141,-97.020974,06, TX,"187,050",,,,,,9.2,4.3,,,,5.5,,,,,4.1,6,,,29.1
CITY OF DECATUR,EP,TX2490005,CITY OF DECATUR,SW-Surface Water,33.226211,-97.587634,06, TX,"6,910",,,,,,5,,,,,,,,,,,,,,5
CITY OF DUBLIN,EP,TX0720001,CITY OF DUBLIN,SW-Surface Water,32.088569,-98.340197,06, TX,"3,586",,,,,,10,,,,,,,,,,9.8,,,,19.8
CITY OF EASTLAND,EP,TX0670002,CITY OF EASTLAND,SW-Surface Water,32.402866,-98.817225,06, TX,"3,900",,,,,,6.9,,,,,,,,,,,,,,6.9
City of Emory WTP,EP,TX1900001,CITY OF EMORY,SW-Surface Water,32.882509,-95.766386,06, TX,"3,657",,,,,,8.8,,,,,,,,,,,,,,8.8
CITY OF FARMERSVILLE,EP,TX0430004,CITY OF FARMERSVILLE,SW-Surface Water,33.160099,-96.368449,06, TX,"5,171",,,,,,5.3,,,,,,,,,,,,,,5.3
CITY OF FARMERSVILLE,,TX1160029,CADDO BASIN SUD,SW-Surface Water,33.15941,-96.254863,06, TX,"14,574",,,,,,10.5,,,,,,,,,,,,,,10.5
CITY OF GONZALES,EP,TX0890001,CITY OF GONZALES,SW-Surface Water,29.5109,-97.435289,06, TX,"9,172",597,,3.2,,,,3.8,,,,5.2,,,,,,6.6,,,615.8
CITY OF GRAHAM,EP,TX2520001,CITY OF GRAHAM,SW-Surface Water,33.10705,-98.578264,06, TX,"8,732",,,,,,8.8,,,,,,,,,,,,,,8.8
City of Greenville WTP,EP,TX1160004,"CITY OF GREENVILLE, TX",SW-Surface Water,33.12964,-96.09822,06, TX,"28,940",,,,,,5.4,,,,,,,,,,4.5,,,,9.9
CITY OF HASKELL,EP,TX1040001,CITY OF HASKELL,SW-Surface Water,33.161663,-99.731794,06, TX,"3,300",,,,,,8.3,,,,,,,,,,,,,,8.3
CITY OF HEATH,EP,TX1990014,CITY OF HEATH,SW-Surface Water,32.8439,-96.467445,06, TX,"9,890",8.8,,,,,,3.4,,,,5.5,,,,,,5.8,,,23.5
City of Highland,EP,IL1190550,HIGHLAND,SW-Surface Water,38.75028,-89.688169,05, IL,"10,919",,,,,,7.1,,,,,,,,,,,,,,7.1
CITY OF HILLSBORO,EP,TX1090001,CITY OF HILLSBORO,SW-Surface Water,31.997726,-97.116582,06, TX,"8,456",,,,,,8.2,18.5,,,,19.1,,,,4.5,,17.7,,,68
City of Hollywood,EP,FL4060642,"HOLLYWOOD, CITY OF",GW-Groundwater,26.021673,-80.178354,04, FL,"147,566",8.4,,,,,,5.9,,,,4.7,3.8,,,6,20,6.7,,,55.5
City of Houston Connection,EP,TX1010908,RICE UNIVERSITY,SW-Surface Water,29.717224,-95.402781,06, TX,"9,032",,,,,,7.8,3.1,,,,6.3,3,,,,,6.9,,,27.1
CITY OF HUGHES SPRINGS,EP,TX0340003,CITY OF HUGHES SPRINGS,SW-Surface Water,32.989834,-94.623025,06, TX,"2,500",,,,,,6.5,,,,,,,,,,,,,,6.5
CITY OF HUTCHINS,EP,TX0570012,CITY OF HUTCHINS,SW-Surface Water,32.644809,-96.703735,06, TX,"5,902",,,,,,5.3,3.1,,,,3.2,,,,,,3.5,,,15.1
